title,address,advertiser,link,terrace,m2,rooms,price
"Donaumarina, Bestlage Donau & Innenstadt, direkt an der U-Bahn, 2 Zimmer mit Fitness, Sauna, Loggia","1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 330/stiege 1",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/donaumarina-bestlage-donau-innenstadt-direkt-an-der-u-bahn-2-zimmer-mit-fitness-sauna-loggia-2035882729/,"Balkon, Dachterrasse",70.0,3.0,2360.0
"2 Zi Wohnung in Wien West, 15. Bezirk Nähe Westbahnhof U3. In 13 Minuten in die Wiener Innenstadt","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Sturzgasse 45",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/2-zi-wohnung-in-wien-west-15-bezirk-naehe-westbahnhof-u3-in-13-minuten-in-die-wiener-innenstadt-2036814320/,,38.0,2.0,1430.0
Möblierte Dachgeschosswohnung Nähe Stadthalle zur Zwischenmiete für 5 Monate ab März,"1160 Wien, 16. Bezirk, Ottakring",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/moeblierte-dachgeschosswohnung-naehe-stadthalle-zur-zwischenmiete-fuer-5-monate-ab-maerz-2028787394/,Dachterrasse,98.0,3.0,1950.0
Einzimmerwohnung,"1230 Wien, 23. Bezirk, Liesing, Kirchfeldgasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/einzimmerwohnung-896408584/,,20.0,,310.0
TERRASSENTRAUM | HELLE 2 ZIMMER | TOPLAGE IN U-BAHN-NÄHE,"1110 Wien, 11. Bezirk, Simmering",Immosan Immobilienvermittlung- u. Verwertungs GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/terrassentraum-helle-2-zimmer-toplage-in-u-bahn-naehe-1756533093/,Terrasse,52.0,2.0,830.0
BALKONTRAUM | HELLE 2 ZIMMER | TOPLAGE IN U-BAHN NÄHE,"1110 Wien, 11. Bezirk, Simmering",Immosan Immobilienvermittlung- u. Verwertungs GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/balkontraum-helle-2-zimmer-toplage-in-u-bahn-naehe-1862475296/,"Balkon, Loggia",58.0,2.0,971.0
Genießen Sie Sonnenuntergänge auf der eigenen Dachterrasse! DG-Wohnung mit zwei Terrassen! Neubau!,"1100 Wien, 10. Bezirk, Favoriten, Humboldtgasse 28",RAAB&RAAB Makler/Innen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/geniessen-sie-sonnenuntergaenge-auf-der-eigenen-dachterrasse-dg-wohnung-mit-zwei-terrassen-neubau-1063345381/,Terrasse,72.0,2.0,1411.23
"Traumhafte Altbauwohnung wenige Schritte von der U-bahn U3, mit bester öffentlicher- & PKW-Anbindung","1030 Wien, 03. Bezirk, Landstraße, Kleingasse 20",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/traumhafte-altbauwohnung-wenige-schritte-von-der-u-bahn-u3-mit-bester-oeffentlicher-pkw-anbindung-939100395/,,47.0,2.0,1070.0
Gemeindebau Wohnung zu vermieten DIREKTVERGABE,"1160 Wien, 16. Bezirk, Ottakring, Thaliastraße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/gemeindebau-wohnung-zu-vermieten-direktvergabe-1968770236/,,49.0,2.0,514.24
"3 Zi-Maisonette Wohnung im 2. Bezirk mit Aufzug, U1 Vorgartenstraße, genügend Einkaufsmöglichkeiten","1020 Wien, 02. Bezirk, Leopoldstadt, Vorgartenstraße 129-143/stiege 3",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/3-zi-maisonette-wohnung-im-2-bezirk-mit-aufzug-u1-vorgartenstrasse-genuegend-einkaufsmoeglichkeiten-1372777011/,,95.0,3.0,2310.0
"4 Zimmer Dachgeschoss-Maisonette Wohnung in Ruhelage, 2 Terassen, gute öffentliche Anbindung","1170 Wien, 17. Bezirk, Hernals, Kastnergasse 3",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/4-zimmer-dachgeschoss-maisonette-wohnung-in-ruhelage-2-terassen-gute-oeffentliche-anbindung-1020809473/,Balkon,90.0,4.0,1430.0
"*** ERSTBEZUG *** Wunderschöne, neu renovierte und möblierte Wohnung in Wien Ottakring zu vermieten! ***","1160 Wien, 16. Bezirk, Ottakring, Mildeplatz 10",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/-erstbezug-wunderschoene-neu-renovierte-und-moeblierte-wohnung-in-wien-ottakring-zu-vermieten-1743850449/,,55.0,2.0,1160.0
Geräumige 3 Zi Wohnung im hippen 8ten Bezirk! Mit Badewanne und viel Stauraum auf 95 m2,"1080 Wien, 08. Bezirk, Josefstadt, Piaristengasse 9",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/geraeumige-3-zi-wohnung-im-hippen-8ten-bezirk-mit-badewanne-und-viel-stauraum-auf-95-m2-2083912363/,,95.0,3.0,1970.0
WOHNQUARTIER WILDGARTEN - Familienfreundliches Wohnen auf der Sonnenseite Wiens direkt am Rosenhügel,"1120 Wien, 12. Bezirk, Meidling, Mona-Lisa-Steiner-Weg",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/wohnquartier-wildgarten-familienfreundliches-wohnen-auf-der-sonnenseite-wiens-direkt-am-rosenhuegel-1596135640/,Terrasse,47.0,2.0,810.0
"Möbliertes WG Zimmer in einer 150m2 großen Wohnung mit viel Platz, Whirlpool und tollem Ausblick!","1110 Wien, 11. Bezirk, Simmering, Ravelinstraße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/moebliertes-wg-zimmer-in-einer-150m2-grossen-wohnung-mit-viel-platz-whirlpool-und-tollem-ausblick-1591317950/,,16.0,,540.0
Loft in der alten Schuhfabrik - all inclusive Miete,"1120 Wien, 12. Bezirk, Meidling, Schönbrunnerstraße 179",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/loft-in-der-alten-schuhfabrik-all-inclusive-miete-797099670/,Terrasse,45.0,2.0,1580.0
Nähe U1 Station Neue Donau - Wohnung mit schönem Ausblick und hochwertiger Ausstattung,"1220 Wien, 22. Bezirk, Donaustadt, Donau-City-Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/naehe-u1-station-neue-donau-wohnung-mit-schoenem-ausblick-und-hochwertiger-ausstattung-1764859197/,"Balkon, Loggia",41.0,2.0,1120.0
Tolle 1 Zimmer Neubauwohnung!,"1100 Wien, 10. Bezirk, Favoriten, Knöllgasse",IMMO AGENCY GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/tolle-1-zimmer-neubauwohnung-2036602718/,,47.0,1.0,779.0
Wohnen in Floridsdorf - 2-Zimmer-Wohnung mit Balkon und Garage Nähe Shopping City Nord & Klink Floridsdorf,"1210 Wien, 21. Bezirk, Floridsdorf, Siemensstraße",Doppio Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/wohnen-in-floridsdorf-2-zimmer-wohnung-mit-balkon-und-garage-naehe-shopping-city-nord-klink-floridsdorf-787067406/,Balkon,45.0,2.0,875.0
"(reserviert) Ruhige 1,5-Zimmerwohung in Wien Döbling (19. Bezirk), Nähe Krottenbachstraße","1190 Wien, 19. Bezirk, Döbling, Weinberggasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/ruhige-1-5-zimmerwohung-in-wien-doebling-19-bezirk-naehe-krottenbachstrasse-1298584642/,Garten,39.0,1.0,
"Tolle Studio Wohnung mit Balkon in toller Lage, fußläufig vom Stephansplatz entfernt","1010 Wien, 01. Bezirk, Innere Stadt, Parkring 12a/stiege 6",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/tolle-studio-wohnung-mit-balkon-in-toller-lage-fusslaeufig-vom-stephansplatz-entfernt-2030515287/,Balkon,34.0,1.0,1540.0
NEU: Komplett möblierte 4-Zimmer Wohnung im Grünen inkl. Parkplatz zu vermieten! NEW: furnished 3 bedroom apartment with parking for rent!,"1170 Wien, 17. Bezirk, Hernals, Zwerngasse 49",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/neu-komplett-moeblierte-4-zimmer-wohnung-im-gruenen-inkl-parkplatz-zu-vermieten-new-furnished-3-bedroom-apartment-with-parking-for-rent-2064483714/,Balkon,105.0,4.0,2880.0
Helle 2-Zimmer-Wohnung mit Balkon im Sonnwendviertel nahe Helmut-Zilk-Park,"1100 Wien, 10. Bezirk, Favoriten",IFIN Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/helle-2-zimmer-wohnung-mit-balkon-im-sonnwendviertel-nahe-helmut-zilk-park-1517076077/,Balkon,47.0,2.0,990.0
"Donaumarina, Bestlage Donau & Innenstadt, direkt an der U-Bahn, 2 Zimmer mit Fitness, Sauna, Loggia","1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 330",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/donaumarina-bestlage-donau-innenstadt-direkt-an-der-u-bahn-2-zimmer-mit-fitness-sauna-loggia-1185374642/,Balkon,71.0,3.0,2450.0
2-Zimmer All-In-Apartment nahe dem Laaer Wald - noch heute besichtigen & flexibel einziehen. - WOHNTRAUM,"1100 Wien, 10. Bezirk, Favoriten, Laaer Wald 1",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/2-zimmer-all-in-apartment-nahe-dem-laaer-wald-noch-heute-besichtigen-flexibel-einziehen-wohntraum-2057872546/,Balkon,51.0,2.0,1038.93
Studentenapartment für kurze Zeit - noch heute besichtigen & flexibel einziehen - JETZT ANFRAGEN,"1100 Wien, 10. Bezirk, Favoriten, Laaer Wald 1",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/studentenapartment-fuer-kurze-zeit-noch-heute-besichtigen-flexibel-einziehen-jetzt-anfragen-1223848476/,Balkon,51.0,2.0,1109.72
ALL-IN-APARTMENT FÜR KURZE ZEIT - NOCH HEUTE BESICHTIGEN & FLEXIBEL BEZIEHEN - JETZT ANFRAGEN,"1100 Wien, 10. Bezirk, Favoriten, Laaer Wald 1",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/all-in-apartment-fuer-kurze-zeit-noch-heute-besichtigen-flexibel-beziehen-jetzt-anfragen-2026545582/,Balkon,40.0,1.0,999.79
"TrIIIple - ALL INCLUSIVE! Möbliertes Apartment in Wien - Modern, luxuriös, zentral!","1030 Wien, 03. Bezirk, Landstraße",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/triiiple-all-inclusive-moebliertes-apartment-in-wien-modern-luxurioes-zentral-1285108826/,"Terrasse, Balkon",46.0,2.0,1905.0
Gemeindewohnung-Direktvergabe (VMS 28.02.2018),"1100 Wien, 10. Bezirk, Favoriten, Ada-Christen-gasse 13",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/gemeindewohnung-direktvergabe-vms-28-02-2018-1926279938/,Loggia,89.0,4.0,884.0
INRENT14,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 161 5",wohngut Bauträger GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/inrent14-1375404346/,"Loggia, Garten",75.0,3.0,1499.0
INRENT14,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 161 3",wohngut Bauträger GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/inrent14-1982902901/,"Loggia, Garten",71.0,3.0,1549.0
INRENT14,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 161 126",wohngut Bauträger GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/inrent14-2127167398/,Terrasse,70.0,3.0,1499.0
INRENT14,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 161 130",wohngut Bauträger GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/inrent14-1343858371/,Terrasse,66.0,3.0,1499.0
Ottakring - Jahrhundertwendehaus erstrahlt in neuem Glanz,"1160 Wien, 16. Bezirk, Ottakring",Wohnsalon Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/ottakring-jahrhundertwendehaus-erstrahlt-in-neuem-glanz-1995395770/,Balkon,84.0,3.0,2689.2
Ottakring - Jahrhundertwendehaus erstrahlt in neuem Glanz,"1160 Wien, 16. Bezirk, Ottakring",Wohnsalon Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/ottakring-jahrhundertwendehaus-erstrahlt-in-neuem-glanz-1854368649/,Loggia,67.0,3.0,2650.2
Direktvergabe 2-Zimmer-Gemeindewohnung Vormerkschein 31.07.2024,"1100 Wien, 10. Bezirk, Favoriten, Sahulkastrasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/direktvergabe-2-zimmer-gemeindewohnung-vormerkschein-31-07-2024-1934508411/,Loggia,52.0,2.0,492.0
Ottakring - Jahrhundertwendehaus erstrahlt in neuem Glanz,"1160 Wien, 16. Bezirk, Ottakring",Wohnsalon Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/ottakring-jahrhundertwendehaus-erstrahlt-in-neuem-glanz-1152551921/,Loggia,78.0,3.0,2650.2
Ottakring - Jahrhundertwendehaus erstrahlt in neuem Glanz,"1160 Wien, 16. Bezirk, Ottakring",Wohnsalon Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/ottakring-jahrhundertwendehaus-erstrahlt-in-neuem-glanz-1521180790/,Loggia,76.0,3.0,2759.9
Ottakring - Jahrhundertwendehaus erstrahlt in neuem Glanz,"1160 Wien, 16. Bezirk, Ottakring",Wohnsalon Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/ottakring-jahrhundertwendehaus-erstrahlt-in-neuem-glanz-1841171702/,"Terrasse, Balkon",147.0,4.0,5147.8
Erstbezug: 2-Zimmer-Wohnung mit Loggia/Balkon - in Grünruhelage in 1210 Wien zu mieten,"1210 Wien, 21. Bezirk, Floridsdorf",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/erstbezug-2-zimmer-wohnung-mit-loggia-balkon-in-gruenruhelage-in-1210-wien-zu-mieten-1703052931/,Balkon,50.0,2.0,1039.01
Erstbezug: 2-Zimmer-Wohnung mit Loggia/Balkon - in Grünruhelage in 1210 Wien zu mieten,"1210 Wien, 21. Bezirk, Floridsdorf",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/erstbezug-2-zimmer-wohnung-mit-loggia-balkon-in-gruenruhelage-in-1210-wien-zu-mieten-877425207/,Balkon,46.0,2.0,989.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-900184374/,"Balkon, Garten",61.0,3.0,1149.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1499792264/,"Balkon, Garten",61.0,3.0,1080.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-932458215/,"Balkon, Garten",44.0,2.0,799.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-926972753/,"Balkon, Garten",61.0,3.0,1059.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1584633834/,"Balkon, Garten",44.0,2.0,830.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1759847056/,"Balkon, Garten",61.0,3.0,1085.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-970150195/,"Balkon, Garten",44.0,2.0,799.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-2023564098/,"Balkon, Garten",61.0,3.0,1085.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1686856274/,"Balkon, Garten",44.0,2.0,799.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1841808414/,"Balkon, Garten",61.0,3.0,1075.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1157266369/,"Balkon, Garten",44.0,2.0,775.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-870713652/,"Balkon, Garten",61.0,3.0,1149.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1489272241/,"Balkon, Garten",61.0,3.0,1038.99
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1228297509/,"Balkon, Garten",44.0,2.0,799.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1649059268/,"Balkon, Garten",44.0,2.0,765.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-2106932222/,"Balkon, Garten",66.0,3.0,1149.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1042239490/,"Balkon, Garten",66.0,3.0,1149.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1340354023/,"Balkon, Garten",61.0,3.0,1055.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1782318175/,"Balkon, Garten",61.0,3.0,1049.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-2003429281/,"Balkon, Garten",61.0,3.0,1149.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1214423724/,"Balkon, Garten",61.0,3.0,1149.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1814643844/,"Balkon, Garten",44.0,2.0,830.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1204925753/,"Balkon, Garten",61.0,3.0,1079.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1182797765/,"Balkon, Garten",44.0,2.0,755.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Lore-Kutschera-Weg 4 (LKW)",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1313261314/,"Balkon, Garten",44.0,2.0,755.0
Sonnendurchflutete Dachgeschoss Wohnung mit Terrasse,"1200 Wien, 20. Bezirk, Brigittenau, Kampstraße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/sonnendurchflutete-dachgeschoss-wohnung-mit-terrasse-1882549952/,Terrasse,70.0,3.0,1220.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Wildgartenallee 19",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-788586712/,"Balkon, Garten",100.0,4.0,1735.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Wildgartenallee 21",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-934049934/,"Balkon, Garten",78.0,4.0,1395.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Wildgartenallee 19",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-930186690/,"Balkon, Garten",100.0,4.0,1699.0
*NEUES PROJEKT* Urbanes Wohnen im Wildgarten ab 01.02.2025,"1120 Wien, 12. Bezirk, Meidling, Wildgartenallee 21",Steindl & Herzel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/-neues-projekt-urbanes-wohnen-im-wildgarten-ab-01-02-2025-1600458118/,"Terrasse, Garten",37.0,2.0,690.0
